Gene	Tx 0min Rep1	Tx 20min Rep1	Tx 40min Rep1	Tx 60min Rep1	Tx 0min Rep2	Tx 20min Rep2	Tx 40min Rep2	Tx 60min Rep2	Tx 0min Rep3	Tx 20min Rep3	Tx 40min Rep3
YLL025W	14.0895	17.2609	19.777	20.592	14.4813	14.9264	19.2723	18.4484	17.2715	16.5992	16.7082
YLL026W	239.165	306.55	329.188	251.465	177.617	234.319	279.446	246.597	239.733	262.328	314.543
YLL027W	50.064	50.7553	48.689	47.0034	58.019	55.3598	57.989	59.8728	49.8851	47.3686	50.5517
YLL028W	9.47	11.9593	10.2809	8.56507	10.268	12.6748	13.9265	12.5951	10.9784	11.6734	12.721
YLL029W	44.578	56.0423	51.094	45.5405	50.9939	56.3459	59.4379	60.7479	52.3879	51.9938	58.1877
YLL030C	0	0.222696	0.255158	0	0.676471	0	0.37297	0.229283	0.497817	0	0.257208
YLL031C	23.7077	27.0636	24.4515	23.2373	23.2553	24.7402	26.1196	26.0546	24.3726	25.3334	26.7972
YLL032C	13.3176	12.8795	14.1713	13.037	12.7447	12.8912	12.2559	14.2937	11.6327	11.7404	12.5465
YLL033W	9.96317	11.4295	11.1713	13.4658	12.4704	11.5816	11.5243	12.392	10.3763	9.01906	11.5305
YLL034C	19.2863	18.1983	18.3363	20.0116	19.1743	21.1474	19.5505	22.3802	23.8564	19.8419	21.2826
YLL035W	23.5469	22.2069	20.6975	22.1241	24.6147	22.3349	21.5289	22.6699	21.1868	19.833	20.5158
YLL036C	18.0194	18.5319	19.4293	17.5777	17.5356	17.3413	20.0231	20.0087	19.7783	18.3572	18.8657
YLL037W	0.440953	0.784587	1.25853	0.854608	1.19165	0.541059	1.70823	1.13091	1.22771	1.54583	0.906177
YLL038C	22.5768	19.4996	25.0269	20.3739	23.6741	19.7186	25.1942	28.1758	26.1912	22.363	24.8897
YLL039C	230.779	287.351	298.096	262.263	181.918	194.381	228.348	227.712	211.018	216.504	259.02
YLL040C	34.4033	39.6629	42.5121	38.6269	33.4561	38.4285	38.7649	39.6566	37.3099	37.876	44.1324
YLL041C	48.7685	57.4113	61.3516	52.1943	48.2151	55.1175	64.2585	62.6636	52.09	54.8475	66.4385
YLL042C	6.04884	5.76717	5.86329	6.81273	4.87314	4.76132	4.42129	6.02138	5.17496	5.20125	6.00422
YLL043W	28.7228	32.0988	28.9613	25.739	29.5123	30.3362	33.7446	33.0603	33.4843	30.3003	32.0469
YLL044W	0.146984	0.104612	0.599302	0	0.238329	0	0.175203	0.430822	0.23385	0.515276	0.241647
YLL045C	1106.08	1102.52	909.422	722.751	1133.54	1008.68	1010.8	957.124	1086.46	956.92	903.944
YLL046C	0.0580897	0.248061	0.23685	0.270199	0.18838	0.0475182	0.0346209	0.127699	0.0924196	0.254552	0.525257
YLL047W	1.29346	0.613721	0.703181	0.334247	0.6991	1.05807	0.385446	0.631873	0.342979	0.566803	0.177208
YLL048C	62.8382	69.3541	64.3835	58.6927	69.1717	72.2541	72.5293	75.349	62.5867	65.728	69.3501
YLL049W	50.5051	46.5511	47.5463	51.4809	42	40.414	43.6905	45.2896	39.1421	43.0361	49.4081
YLL050C	1038.8	1010.75	1131.11	1231.64	1030.6	1036.82	1026.3	1056.96	1000.31	1059.83	1083.73
YLL051C	27.9481	33.9739	30.0233	28.1961	33.0574	31.9815	32.7262	32.9251	26.0052	28.0433	29.2266
YLL052C	20.9947	33.2852	19.9541	23.0106	28.0162	24.6357	24.1623	25.4635	20.3868	24.7448	23.685
YLL053C	28.1328	35.7054	24.2974	16.3303	30.7105	29.9283	33.2034	28.2312	24.5843	22.9555	26.2015
YLL054C	8.5027	8.42859	8.71122	8.64715	7.79253	7.1326	7.78743	9.2757	7.47366	8.11102	8.70787
YLL055W	7.36756	8.68812	9.51409	7.80529	8.31446	9.66757	10.2757	10.4016	8.81702	9.35415	10.9936
YLL056C	6.96135	7.54366	8.49677	6.71975	6.26277	6.72316	7.30742	7.56931	7.5384	6.21909	8.08511
YLL057C	1.61683	1.67379	1.96571	2.02827	1.46175	1.89972	2.10243	2.21874	1.66033	1.59735	2.054
YLL058W	23.2784	30.3904	29.509	25.8719	22.9618	22.7603	24.0884	26.6463	25.0452	22.5917	27.0287
YLL059C	3.72247	5.86068	5.05922	5.15945	4.45066	6.73598	5.71446	6.03402	6.19158	5.8328	4.54353
YLL060C	12.5278	13.8087	12.3639	10.459	11.7365	13.9792	13.7076	11.5338	13.7987	13.6821	15.6319
YLL061W	5.36361	4.975	4.15277	3.3925	5.11766	4.65678	5.00849	4.55459	5.11389	5.24378	4.02697
YLL062C	2.68581	4.05132	3.72657	3.38736	3.01162	3.37752	3.41646	3.67178	3.98607	3.30245	3.75651
YLL063C	4.60301	6.2879	6.21562	5.94737	5.44388	6.07311	6.25367	6.09306	6.02401	5.70418	6.57071
YLL064C	0	0	0	0	0	0	0	0	0	0	0
YLL065W	0	0	0	0	0	0	0	0	0	0	0
YLL066C	0	0	0	0	0	0	0	0	0	0	0
YLL066W-A	0	0	0	0	0	0	0	0	0	0	0
YLL066W-B	0	0	0	0	0	0	0	0	3.15008	0	0
YLL067C	0	0	0	0	0	0	0	0	0	0	0
YLL067W-A	0	0	0	0	0	0	0	0	0	0	0
YLR001C	19.6258	22.749	23.1847	22.7159	20.2403	21.6498	22.1557	23.6041	21.3505	21.7456	23.4732
YLR002C	24.0604	23.6365	22.3027	25.1375	24.9618	23.0554	23.2163	26.0607	25.1435	22.4038	23.3329
YLR003C	37.5043	36.1405	36.9422	43.9358	41.1181	35.3492	35.4094	39.5563	33.5636	33.9675	35.5221
YLR004C	3.18966	3.38173	3.7491	3.68353	3.74518	3.72484	3.42182	4.1104	2.86983	3.23888	3.74307
YLR005W	25.0331	28.5283	28.053	24.5063	27.0325	25.0838	30.8611	30.7788	28.5469	27.6148	30.1511
YLR006C	19.4327	24.2968	23.1045	20.0309	19.142	21.8416	22.6679	21.6529	21.8772	21.8894	23.2902
YLR007W	25.5128	25.1167	24.0127	26.0851	26.5672	24.7439	27.2923	27.4827	23.1511	22.6275	25.5556
YLR008C	80.5407	79.0791	79.1999	76.867	80.5997	72.3425	75.7671	78.0289	72.6837	69.8947	77.9818
YLR009W	138.633	113.952	111.968	124.314	141.12	116.117	115.486	123.397	122.681	107.039	113.958
YLR010C	10.8203	10.9762	7.40368	11.8593	8.80597	10.1738	11.341	10.4806	8.11278	9.59205	11.5526
YLR011W	12.994	15.9624	16.4748	15.6621	14.4791	14.415	18.1938	14.3476	14.7261	14.7421	15.6561
YLR012C	0	1.18755	0	1.72471	0.601227	0	0.994453	0.407558	0.884888	0.974903	0.914394
YLR013W	0	0	0	0	0	0	0	0	0	0	0
YLR014C	8.4618	8.63466	8.8058	9.0576	7.97331	7.9645	8.17315	9.11488	7.48234	7.43671	8.3624
YLR015W	10.9623	11.5889	11.7072	10.383	11.9615	11.106	11.5771	12.9736	12.8617	11.0949	11.6505
YLR016C	27.5921	27.9004	26.7151	21.8836	25.4426	24.4571	28.0554	26.1036	22.9614	24.3214	26.8644
YLR017W	63.9123	67.0671	57.5781	50.5794	66.9696	59.6565	61.4447	65.0086	64.8231	53.9463	55.6016
YLR018C	43.0509	43.3989	40.8299	34.5183	41.5835	39.0926	43.829	39.7359	40.1499	38.749	40.423
YLR019W	30.1808	38.1603	32.3714	28.3871	31.4262	31.3643	37.6269	34.753	32.632	34.1971	35.9732
YLR020C	20.2742	22.848	22.4312	20.8135	22.4333	22.6754	25.4344	26.9377	26.8742	22.8213	24.1154
YLR021W	44.6045	42.4227	39.4724	39.2309	37.7838	35.7508	40.8891	36.4223	36.9941	35.9365	36.83
YLR022C	43.4812	37.9329	40.637	41.6316	43.1632	40.2917	38.2693	45.6556	41.525	38.9677	39.8718
YLR023C	47.3685	51.1163	47.6535	44.4218	53.5812	56.6504	57.679	60.5693	55.71	49.6475	55.561
YLR024C	12.1614	13.2456	14.4206	13.016	11.6757	13.8096	12.6034	13.1449	14.2485	12.6248	14.5766
YLR025W	26.0944	29.715	37.2508	38.6023	33.9816	42.9925	45.7778	53.0893	55.9241	43.425	52.7923
YLR026C	42.5264	42.5502	40.5351	37.7485	38.3489	34.8179	38.2533	40.0339	40.0209	34.173	39.9954
YLR027C	351.516	388.062	340.282	274.59	406.414	401.264	422.339	399.772	392.535	361.059	382.01
YLR028C	68.8598	81.523	79.8072	70.965	72.8183	77.0635	89.0653	89.5205	85.509	82.398	94.9403
YLR029C	2565.27	2569.16	2279.41	2044.05	2638.51	2477.64	2413.29	2387.43	2501.02	2379.32	2235.3
YLR030W	4.01974	4.88264	6.38108	6.5649	2.95476	4.25274	4.98312	5.77326	3.58139	3.80478	6.47641
YLR031W	5.03705	6.24048	8.59537	10.8469	5.04158	5.87535	6.17085	7.92879	5.04576	5.80428	7.13091
YLR032W	9.98656	10.5249	10.669	10.0597	10.1247	10.8119	11.6006	11.889	12.0122	10.3558	12.7355
YLR033W	23.4209	25.7599	23.8642	26.5189	25.4173	24.5813	25.6184	26.4033	26.0174	24.7572	27.6254
YLR034C	52.6235	69.4851	59.8064	48.2008	59.6336	58.4713	59.3104	58.5957	54.0587	56.2309	58.431
YLR035C	7.21639	7.88427	8.10436	8.03582	7.41582	7.05525	7.93214	8.82483	7.61633	8.09983	8.76789
YLR035C-A	0.216984	0.115823	0.147452	0.147187	0.11239	0.133122	0.0916019	0.0861243	0.0934963	0.166396	0.208091
YLR036C	14.5114	13.2381	14.7101	13.798	12.9565	13.7724	12.1846	12.7484	14.2861	12.2964	16.2123
YLR037C	84.5371	111.456	132.411	120.329	116.475	133.959	145.093	154.696	96.8304	115.587	120.565
YLR038C	621.911	619.87	702.458	794.404	646.526	692.41	673.178	694.046	634.374	757.346	757.323
YLR039C	11.6332	13.3763	14.8063	13.8134	12.4891	13.3535	13.641	15.1148	14	13.6434	15.654
YLR040C	11.4089	11.6207	11.3091	10.1157	10.265	9.55617	10.6676	10.2123	8.04311	8.86129	12.2985
YLR041W	4.0327	4.59224	3.28852	5.93996	2.39758	2.96892	5.76829	5.61457	6.73675	2.47401	5.6354
YLR042C	17.6828	16.8676	16.4224	20.6577	20.3093	17.3778	21.3703	21.8656	15.9225	17.0041	21.0967
YLR043C	917.48	936.384	922.121	922.865	803.087	869.092	845.915	791.634	858.665	864.397	873.721
YLR044C	8096.64	9192.21	8164.46	6183.52	8279.71	7931.67	9061.99	8653.97	8804.96	7963.66	8493.27
YLR045C	18.1021	19.8736	20.3462	19.6411	18.8783	20.9415	21.2545	22.437	21.533	20.6011	21.9542
YLR046C	21.6724	26.1117	23.4799	19.3614	20.3315	21.6961	22.5425	21.477	21.1808	18.813	20.6146
YLR047C	16.4949	19.4442	18.1267	15.6512	16.1551	15.2798	17.4504	17.5949	14.7952	16.441	17.8631
YLR048W	1742.12	1719.71	1408.4	1125.56	1663.84	1462.29	1498.75	1423.72	1589.03	1424.89	1368.73
YLR049C	21.0562	23.3272	24.5097	22.2791	22.0944	23.1186	23.7618	25.9689	20.6308	23.2209	26.1587
YLR050C	73.6783	80.4053	93.4274	80.9173	78.0514	78.7526	82.3342	81.0737	77.2681	82.4376	89.9386
YLR051C	45.1275	37.1301	38.7336	42.5607	40.7031	40.677	40.686	43.5992	41.7292	35.9605	36.5639
YLR052W	37.8223	34.3985	36.0694	34.1558	36.4218	34.3401	36.583	39.3933	34.7726	34.1094	35.9321
YLR053C	2.98179	2.38747	3.34337	4.04529	1.81307	4.26851	2.66568	2.45808	2.66849	4.57323	3.67662
YLR054C	0.982186	1.50562	1.51562	1.92114	1.10255	1.32259	1.48595	1.47265	1.09385	0.900528	1.05579
YLR055C	13.6746	17.314	15.0001	13.2188	15.6894	17.3056	20.2915	21.2437	21.5038	17.0204	19.6905
YLR056W	617.606	711.15	609.103	555.139	607.735	598.642	630.756	641.906	630.916	587.573	591.511
YLR057W	17.4036	18.7867	18.3382	19.2279	19.2708	19.4095	20.4809	20.9828	18.9757	18.5892	19.8787
YLR058C	528.415	556.149	508.089	465.613	691.824	655.204	719.604	726.893	556.404	550.985	615.159
YLR059C	35.9507	37.254	30.5856	27.1866	32.525	30.6388	35.2158	32.0836	33.2617	30.5983	35.5221
YLR060W	137.497	150.954	137.675	120.945	136.232	136.482	138.051	139.788	150.189	138.701	139.062
YLR061W	1348.43	1282.62	1141.38	1037.45	1334.61	1207.01	1181.98	1134.64	1297.85	1172.84	1128.68
YLR062C	0	0.4817	0	0.524689	0.121936	0.369095	0.268916	0.165316	0	0.395444	0
YLR063W	13.5745	12.5645	11.5727	13.739	15.5074	13.095	14.0763	14.1167	11.4801	9.61362	11.1303
YLR064W	48.8096	51.4755	48.5416	41.619	44.8833	41.6304	44.5281	43.9168	38.6256	41.8425	46.0509
YLR065C	28.711	37.5904	34.6796	42.9963	37.1794	54.5067	54.1961	51.6987	62.4379	47.2336	55.9816
YLR066W	91.6837	95.375	97.5664	108.311	94.2757	89.8583	86.7821	91.6448	90.0321	91.6888	92.7996
YLR067C	10.9534	10.7358	11.1898	10.74	10.6765	10.8743	10.8366	11.4236	10.8371	10.5144	10.9817
YLR068W	9.84157	9.90626	14.7897	18.6379	13.2221	14.376	14.161	17.4108	19.684	16.5112	16.7577
YLR069C	19.1734	21.5571	21.9964	18.7183	16.7877	17.6709	21.3982	22.3831	21.1963	18.9574	23.9113
YLR070C	3.11564	4.63651	5.31235	3.92496	3.48274	4.92351	4.81104	5.47412	3.83035	4.87161	5.29684
YLR071C	27.4635	29.164	28.1545	28.0817	27.7787	28.9568	28.683	30.8441	28.553	26.2713	30.2388
YLR072W	19.3384	21.2668	20.9357	19.2753	18.4157	19.7934	21.3856	21.477	20.6377	18.1312	22.2525
YLR073C	47.8472	43.3571	36.6041	39.1961	50.4329	41.4934	42.5787	42.3502	38.9776	35.8095	36.8983
YLR074C	45.9642	45.7003	40.9666	46.9139	59.4859	58.2884	59.8818	69.3932	68.994	55.3645	59.2381
YLR075W	2251.88	2290.76	2052.42	1836.2	2237.96	2121.98	2153.74	2080.82	2160.05	2021.65	2003.92
YLR076C	0.167258	0.357122	0.272786	0.518659	0.361603	0.410459	0.299053	0.245123	0.133052	0.146587	0
YLR077W	24.1459	25.9224	25.7061	24.7833	22.6161	25.2638	26.9351	27.9235	25.0303	24.3691	25.8331
YLR078C	51.1996	54.8087	52.8362	51.7618	47.1245	49.5236	48.2522	49.3212	48.4459	51.3797	52.3256
YLR079W	56.8612	56.0894	57.7252	51.7503	53.7563	53.5452	59.9922	57.2205	56.0822	55.2633	65.295
YLR080W	4.7165	5.28317	6.75258	6.46102	4.83769	6.00645	7.13927	7.67804	8.24998	6.1769	8.87753
YLR081W	0.216892	0.266632	0.289419	0.275142	0.117227	0.338712	0.282034	0.17338	0.219591	0.259209	0.388993
YLR082C	7.76078	8.59705	9.64606	11.5962	8.57525	9.26666	9.45587	10.2042	9.98236	8.58433	10.3152
YLR083C	71.1571	69.6574	60.7981	57.4519	67.499	63.2265	63.6283	67.8656	66.4457	62.4792	63.9857
YLR084C	35.718	38.1924	36.3145	35.4021	39.8865	39.336	41.6658	43.2761	37.9274	37.5868	41.1191
YLR085C	17.6852	20.4998	17.5104	16.7522	16.6576	15.559	18.1571	17.9312	16.9731	14.8069	17.9423
YLR086W	18.4653	19.5296	20.7481	22.3815	18.4848	20.2071	21.5299	23.337	21.7821	19.0787	21.5773
YLR087C	22.6199	24.2781	23.284	21.4294	21.8371	22.6532	22.198	22.915	22.4776	21.9971	23.1495
YLR088W	27.0789	31.5888	30.2156	27.4246	27.9607	29.9671	29.5823	31.7881	29.113	27.9992	32.1522
YLR089C	106.007	125.971	123.734	106.762	141.917	150.417	159.824	158.424	134.655	131.448	137.253
YLR090W	29.8492	33.6977	31.4753	28.3666	28.97	30.0161	35.3956	37.6547	32.8946	29.994	33.3569
YLR091W	13.8388	14.1687	12.8222	9.05317	12.7975	12.3734	13.9747	11.3535	13.7883	12.0479	12.6985
YLR092W	13.1101	16.2606	12.6612	10.3396	13.6027	13.6303	13.0249	12.7008	15.0439	13.3035	13.7658
YLR093C	72.0482	85.1135	78.0901	78.7679	66.3838	72.7656	78.0021	78.5684	74.9139	73.1872	84.6401
YLR094C	34.2768	36.215	35.2783	32.8218	33.2197	33.1214	34.0569	32.9702	31.8787	30.9313	32.7138
YLR095C	20.6245	23.9383	21.9877	20.563	20.7862	22.4478	23.7683	24.3444	23.1617	20.9174	23.1584
YLR096W	19.8392	23.2674	22.7593	21.4177	21.9379	22.7858	23.7728	25.0836	24.7815	23.1192	24.275
YLR097C	25.03	25.7464	29.6504	30.3405	24.0349	25.2604	26.1059	26.6164	24.3293	25.6359	27.6972
YLR098C	15.0314	16.6754	16.6741	15.2936	14.2661	14.0064	15.4349	14.3176	14.057	14.9612	14.8357
YLR099C	47.1057	55.3234	52.4343	43.5083	43.5929	42.3228	46.7168	45.0665	48.3552	39.6217	41.3798
YLR099W-A	276.603	253.442	247.76	239.759	315.48	310.001	311.532	315.998	334.384	292.046	334.791
YLR100W	149.029	184.177	170.067	144.678	143.625	152.572	161.997	159.044	159.058	152.395	160.751
YLR101C	6.53331	4.93169	5.81201	3.83702	5.35025	5.34434	6.37166	6.81842	7.71704	5.03182	8.62532
YLR102C	5.99022	9.62084	10.4613	9.61644	8.91066	12.8356	12.8903	14.6833	11.6388	10.4998	12.8113
YLR103C	8.6933	9.73661	9.47066	9.45365	9.36031	9.27675	10.3521	10.7379	9.3474	10.1336	11.3157
YLR104W	122.153	108.074	118.339	114.343	99.0867	92.3113	102.183	100.39	90.8721	95.2576	104.48
YLR105C	12.6935	15.4939	13.7567	15.296	12.1217	11.7823	14.17	14.2171	12.1641	13.7186	14.8134
YLR106C	33.8047	36.7027	32.9196	33.601	37.0568	41.0485	34.5668	38.8115	38.7418	35.0331	35.4353
YLR107W	34.7367	35.5296	36.5321	39.8215	33.3972	28.7355	34.6004	34.1079	31.6111	28.5426	33.3586
YLR108C	26.0939	33.9222	36.5506	33.6465	26.3724	32.8842	34.9627	37.4302	29.4703	32.004	43.3346
YLR109W	3521.76	4014.37	4593.89	3905.81	3266.21	3675.59	4759.81	4635.32	3531.61	4140.14	5078.65
YLR110C	10994.4	11522.8	9877	8634.48	11112.7	10873.2	12270.9	10906.1	11976.7	11263	11313.7
YLR111W	0.346308	1.97179	1.41201	0.536941	0.748699	1.98299	0.619189	1.01505	3.03033	0.607017	1.99269
YLR112W	14.6366	15.9891	12.3519	13.062	13.3381	19.2123	20.2866	15.589	15.9756	12.9768	18.6068
YLR113W	87.8584	98.0889	87.6461	75.7807	80.4608	81.3786	84.5634	83.0474	80.9087	86.2729	87.2435
YLR114C	13.8118	15.4791	15.7636	16.4526	15.476	19.2105	17.2942	20.1166	22.393	17.8892	19.7254
YLR115W	20.1011	21.5928	20.9834	20.5194	19.5694	18.7001	20.0164	21.8929	20.1418	19.7615	20.3515
YLR116W	28.2412	26.7588	25.2583	23.6115	25.1117	24.3907	25.7975	25.5115	23.4449	21.0825	23.4373
YLR117C	14.6397	15.5548	15.7039	16.3463	14.2391	16.1859	16.5232	18.2708	17.2709	14.9524	17.5436
YLR118C	41.6138	49.9019	49.3197	52.592	45.3089	48.1058	55.7036	52.0151	49.9745	48.9014	59.1202
YLR119W	11.9966	12.86	16.1839	16.5337	12.5278	14.1749	13.3729	15.4652	13.1366	14.9273	17.6532
YLR120C	106.292	131.396	120.335	96.7634	91.8161	85.5962	98.0988	95.7248	104.267	87.8836	94.3659
YLR120W-A	44.8417	13.6777	10.4476	19.8645	41.548	15.7205	34.3611	14.0823	20.3835	22.457	15.7974
YLR121C	38.3257	44.7649	40.9467	35.396	33.7488	30.2892	34.2694	34.7586	32.263	29.5576	30.0068
YLR122C	4.28648	3.3719	3.86341	2.62345	2.92646	2.58366	3.63037	4.13289	3.58932	2.57039	2.9672
YLR123C	6.46285	4.85527	4.97743	6.40197	7.18023	4.69929	6.84765	7.36676	6.28362	5.34945	4.72228
YLR124W	0	0	0.494389	1.88	0.49152	1.48781	0.722661	0.666381	0.723421	0.797011	0.249181
YLR125W	7.9045	11.6351	11.4267	8.77397	9.32133	14.2546	11.9917	14.4804	7.0025	8.65949	12.6999
YLR126C	25.831	29.8236	26.8686	26.5222	24.0135	20.8953	21.4504	24.7328	28.2197	22.0852	25.0083
YLR127C	11.8274	13.1192	12.9487	13.2366	10.9761	12.1658	11.9683	13.6271	10.97	11.6559	12.7217
YLR128W	9.33784	10.5965	12.0989	11.3412	10.9071	12.0943	12.9856	12.3545	10.6058	12.7303	12.324
YLR129W	26.9734	28.4113	25.6802	27.1037	30.5278	29.4103	30.0097	33.0165	33.7183	27.5304	30.147
YLR130C	60.8879	72.3131	66.8694	60.6731	63.3045	67.4287	77.6107	77.4207	65.7537	65.5908	75.0293
YLR131C	16.7088	19.559	18.4317	15.2925	17.0177	19.4467	17.5047	18.846	16.4211	18.1657	18.1162
YLR132C	15.9506	18.3895	17.9514	17.8975	15.3012	16.4433	17.0393	17.1221	17.7343	17.2085	19.8209
YLR133W	31.373	36.8831	37.4971	30.7139	27.9885	30.0122	29.2438	30.2967	31.3157	30.4203	33.9867
YLR134W	21.9028	27.3878	23.4528	19.3877	18.9346	19.3686	21.2516	21.1927	19.6696	19.3196	22.3481
YLR135W	9.24943	9.69306	10.5477	10.0952	9.87242	9.92538	10.7213	10.5881	10.0576	8.7063	10.4409
YLR136C	42.0057	66.8669	54.5571	48.1982	44.2964	44.4077	45.7694	45.3828	43.185	53.4414	46.1963
YLR137W	6.9779	10.4413	9.5207	7.30945	8.75714	11.0819	12.5169	13.1197	11.5349	10.1428	12.5911
YLR138W	25.8693	29.0702	29.2603	27.5587	27.7201	28.4466	31.8345	34.7556	33.1499	29.47	32.4185
YLR139C	6.70941	7.24897	6.68398	7.37309	6.69192	7.04438	6.8226	6.41165	5.54361	6.69858	6.72348
YLR140W	0.372724	0.265274	0.607885	2.60054	0.402904	0.91468	0.66642	1.63872	0.592997	0.326659	0.919155
YLR141W	6.80104	8.30489	5.34893	5.11183	7.10917	7.20129	8.4565	7.08327	6.86569	7.29179	8.28652
YLR142W	5.41679	6.55389	8.73399	7.88322	4.72425	4.59214	6.08985	6.29668	6.01302	5.99891	5.4849
YLR143W	15.38	15.9728	17.0941	16.7248	16.2775	15.7526	16.0986	19.1566	17.4433	17.5117	17.0067
YLR144C	20.4458	23.0905	22.7449	22.0437	21.4845	21.5409	22.347	22.57	20.0621	20.322	22.1154
YLR145W	10.2716	11.546	11.1017	12.3868	11.0152	12.07	12.9724	15.2326	15.888	11.2884	11.861
YLR146C	24.4304	27.5858	21.9542	24.0451	24.1238	19.948	22.8085	22.63	21.8767	20.9041	21.7283
YLR146W-A	275.771	248.295	338.677	504.849	294.51	309.839	308.912	335.983	269.592	288.28	286.775
YLR147C	67.9913	72.0483	89.1217	91.7533	75.4023	102.996	90.9498	108.132	96.1537	80.7754	82.3859
YLR148W	16.3153	18.2189	18.9916	18.0457	15.4036	16.4311	16.4322	17.916	15.8772	15.6006	18.5146
YLR149C	11.4825	16.5897	18.3242	15.958	9.71781	13.8994	16.0781	15.2483	12.6355	14.5506	19.4067
YLR149C-A	0	0	5.64429	5.36586	0	0	4.1252	0	0	0	5.68965
YLR150W	1534.79	1472.76	1347.19	1045.91	1509.07	1356.15	1386.94	1345.98	1506.72	1350.27	1323.03
YLR151C	5.18889	6.3959	7.02159	6.58777	4.77583	6.33612	6.29712	7.05346	5.9822	6.32711	8.09799
YLR152C	20.5409	25.4092	25.1095	20.5064	29.4216	36.7219	34.2337	32.0173	27.822	26.7797	26.5866
YLR153C	191.582	216.758	196.348	165.352	183.697	188.776	196.222	194.687	207.564	193.821	201.031
YLR154C	91.4253	84.0475	72.0123	79.1988	74.6827	86.4018	73.6835	79.9355	69.4222	74.056	79.1384
YLR154C-G	0	0	0	0	0	0	0	0	0	0	0
YLR154C-H	0	0	0	0	0	0	0	0	0	0	0
YLR154W-A	0	0	0	0	0	0	0	0	0	0	0
YLR154W-B	0	0	0	0	0	0	0	0	0	0	0
YLR154W-C	0	0	0	0	0	0	0	0	0	0	0
YLR154W-E	0	0	0	0	0	0	0	0	0	0	0
YLR154W-F	0	0	0	0	0	0	0	0	0	0	0
YLR155C	0	0	0	0	0	0	0	0	0	0	0
YLR156C-A	0	0	0	0	0	0	0	0	0	0	0
YLR156W	0	0	0	0	0	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0	0	0	0	0	0
YLR157C-A	0	0	0	0	0	0	0.01615	0	0	0	0
YLR157C-B	0.0173957	0.00412694	0	0.0089905	0	0.00948659	0.00345588	0.004249	0.00461269	0	0.009533
YLR157C-C	0	0	0	0	0	0	0	0	0	0	0
YLR157W-D	0	0	0	0	0	0	0	0	0	0	0
YLR157W-E	0	0	0	0	0	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0	0	0	0	0	0
YLR159C-A	0	0	0	0	0	0	0	0	0	0	0
YLR159W	0	0	0	0	0	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0	0	0	0	0	0
YLR162W	2.96416	0.383572	2.19742	13.5786	2.91289	3.52687	2.56962	4.54155	1.28616	3.30632	1.77206
YLR162W-A	3.32255	0	0	2.57576	0	2.71789	3.96042	0	2.64306	2.91192	2.73119
YLR163C	37.8338	39.2459	40.7406	37.5434	36.6199	38.5082	41.5673	40.8556	40.0068	39.9596	40.984
YLR163W-A	0	0	0	0	0	0	0	0	0	0	0
YLR164W	16.5819	19.1877	15.3616	14.3415	13.4739	15.7788	17.1434	16.2836	14.9854	13.9394	15.5778
YLR165C	8.74216	8.51003	10.5324	10.3626	8.84036	10.0578	10.6222	10.2082	9.7809	10.7264	12.4715
YLR166C	21.7749	24.0734	25.517	23.7436	20.8334	19.2203	21.1702	21.596	20.8233	20.5278	22.4475
YLR167W	6637.41	6559.05	5713.62	4750.95	6501.18	5657.47	5806.88	5693.15	6236.91	5597.14	5379.73
YLR168C	35.8543	35.7348	37.4159	37.7552	34.4354	34.5839	37.4247	39.2893	30.2424	35.1571	40.0334
YLR169W	0.554333	0	0	0	0	0	0	0	0	0	0
YLR170C	15.4691	17.6341	18.3872	19.9193	16.7217	21.2329	19.4546	18.636	23.5683	18.7275	21.5523
YLR171W	0.412808	0.440704	0.504944	1.60012	0.223117	0.675365	0.492059	0.302492	0.164192	0.723579	0.678669
YLR172C	92.0703	100.683	83.6439	82.4501	93.4886	93.5883	96.9627	99.4874	91.3301	86.9705	93.022
YLR173W	11.6928	14.7538	13.7912	11.8813	13.0782	14.0154	15.5424	16.0551	15.5368	14.03	15.5697
YLR174W	4.05677	7.19728	6.99985	6.3127	5.46569	8.12791	8.26957	8.68107	6.3841	6.75011	7.99852
YLR175W	149.41	151.879	133.043	135.651	146.615	140.227	144.96	152.205	164.444	138.344	139.124
YLR176C	8.74286	9.75514	8.96339	8.19111	8.23528	8.36007	8.50202	8.80526	6.78549	7.35911	8.37909
YLR177W	16.2571	22.5593	22.3415	18.6085	16.7573	20.5946	23.095	20.6357	20.3526	21.3174	23.4119
YLR178C	129.37	158.8	198.058	164.793	91.776	107.275	161.803	147.775	113.559	138.825	192.199
YLR179C	203.557	218.677	177.162	128.797	188.581	189.853	195.12	185.181	215.169	181.329	190.513
YLR180W	256.591	266.393	177.94	148.832	245.541	220.343	206.869	190.249	235.524	214.563	187.211
YLR181C	17.3288	20.9637	19.4261	22.2887	18.9645	22.6867	22.5906	24.2494	25.6094	21.4951	26.2704
YLR182W	13.1723	14.3354	15.4046	15.135	14.348	15.5629	16.8399	17.5102	18.1313	14.7754	17.3202
YLR183C	19.0921	21.5613	21.4194	21.3421	17.9198	19.1077	20.3993	21.3956	19.0177	18.8006	20.8666
