Gene	Tx 0min Rep1	Tx 20min Rep1	Tx 40min Rep1	Tx 60min Rep1	Tx 0min Rep2	Tx 20min Rep2	Tx 40min Rep2	Tx 60min Rep2	Tx 0min Rep3	Tx 20min Rep3	Tx 40min Rep3
YBL108W	0	0	0	0	0	0	0	0	0	0	0
YBL109W	1.6721	0.476026	0	0.259255	0.722998	1.09424	0.398623	0.245052	0.532056	1.17236	1.09959
YBL111C	0	0	0	0	0	0	0	0	0	0	0
YBL112C	0	0	0	0	0	0	0	0	0	0	0
YBL113C	1.13406	1.18638	1.20333	1.19693	1.32927	1.82182	1.8078	1.76212	1.6521	1.71238	1.98797
YBL113W-A	0	0	0	0	0.134442	0	0	0	0	0	0
YBR001C	13.0644	17.894	19.4143	18.1872	14.7757	19.7138	22.0831	22.9348	17.8995	20.2563	24.9513
YBR002C	24.1573	24.7068	23.5772	20.4972	25.4709	21.7449	24.7139	24.427	25.383	21.1301	24.5485
YBR003W	30.269	35.2105	33.1403	31.7748	27.8657	31.3159	32.1616	33.7066	30.3353	31.4858	35.1402
YBR004C	21.5854	20.9491	20.7123	19.1335	18.1497	16.165	18.1028	17.8626	16.4015	17.0041	18.5614
YBR005W	32.1391	37.1044	31.16	28.8766	32.26	31.0758	32.3951	28.3257	31.9285	32.2559	31.1061
YBR006W	18.7942	25.1385	24.7236	22.9241	17.1195	18.2804	21.2738	22.1308	18.3721	21.2654	25.0568
YBR007C	11.5403	12.7636	12.9548	12.6837	11.9055	11.9397	12.5889	13.1737	10.3956	12.0121	12.0469
YBR008C	9.90915	11.7493	10.6269	9.40876	9.40634	10.1323	11.1788	11.334	12.7016	11.184	11.8931
YBR009C	1075.75	1046.41	1026.86	1136.24	1113.02	1173.8	1123.15	1191.32	1240.38	1182.82	1159.93
YBR010W	611.7	615.256	572.507	626.016	582.292	608.685	544.443	568.817	550.339	560.82	583.457
YBR011C	993.143	1046.84	926.257	782.651	880.329	798.121	885.304	860.934	864.948	853.44	867.026
YBR012C	28.9327	42.6375	38.7212	35.3598	40.7502	42.8797	43.312	42.7761	25.4527	31.4725	37.2137
YBR012W-A	3.60399	4.03076	3.44716	4.07538	3.9544	4.32243	4.58659	4.94423	3.9663	3.8473	3.56396
YBR012W-B	4.68243	5.22158	5.21242	4.72618	5.86342	6.10098	6.53463	6.39516	5.34753	4.79954	5.31624
YBR013C	39.6295	37.7537	43.4252	43.3632	35.9218	39.34	48.9599	39.929	38.0926	35.6362	48.6945
YBR014C	58.5266	66.1335	71.524	61.0967	59.7557	60.7298	59.8238	64.1534	63.3945	61.552	67.5514
YBR015C	68.4154	76.8462	70.8591	59.2736	71.5118	70.5569	72.1982	73.1562	69.4384	66.3325	70.8866
YBR016W	124.426	144.691	113.503	124.743	131.879	131.799	146.93	138.463	146.791	123.28	139.551
YBR017C	42.7957	47.4964	44.238	39.4559	41.6512	40.4371	44.407	45.704	42.2683	41.2187	44.231
YBR018C	1.2297	1.36142	1.30918	1.377	1.29235	1.45299	1.75079	1.60193	0.978216	1.55671	1.74088
YBR019C	0.220119	0.268565	0.269249	0.402234	0.314425	0.25723	0.28112	0.276508	0.125074	0.220475	0.491127
YBR020W	4.0892	4.4739	4.04408	3.69283	5.03164	5.5869	5.10759	5.24377	4.60254	5.77606	5.4712
YBR021W	6.884	7.83163	6.47507	7.76623	9.70619	10.2399	10.3567	11.6498	9.28566	7.86941	10.0873
YBR022W	34.2087	38.8098	42.635	49.0815	36.8131	37.0882	35.6639	36.4408	36.7981	37.946	39.7039
YBR023C	34.3341	39.2267	36.2815	33.3043	34.069	34.4093	37.1619	38.6147	33.7754	34.44	36.9854
YBR024W	11.9601	14.5338	16.5801	15.6249	11.923	12.7911	16.3683	16.5867	15.9626	13.6654	18.5704
YBR025C	332.29	337.03	315.265	281.081	315.418	295.675	320.069	328.338	336.656	310.87	329.274
YBR026C	58.1733	69.5534	75.0463	64.707	53.365	52.9923	62.1241	65.2414	59.2762	61.7397	73.1607
YBR027C	10.3892	8.13363	7.34243	4.29553	5.61524	7.64869	9.49423	8.88172	8.81551	4.24912	7.68611
YBR028C	26.0153	25.0147	23.7681	24.463	28.2875	26.9593	26.3504	27.2308	26.6351	24.6809	24.7691
YBR029C	65.7856	68.657	63.7926	59.0814	61.311	56.3105	58.6649	56.4136	62.5595	58.086	60.4988
YBR030W	19.4845	20.2724	16.9661	17.8253	19.3331	17.2049	18.7597	19.6015	17.1745	17.1488	17.6963
YBR031W	413.851	440.794	358.472	315.192	443.448	429.482	429.043	399.273	417.078	382.319	366.82
YBR032W	0.528885	0	0	0.410011	0.285855	0.432635	0.315211	0	0.420723	0	0.869504
YBR033W	1.99351	1.79827	2.4479	2.53381	1.56608	1.65916	1.96177	2.13172	1.60426	1.8284	2.34372
YBR034C	91.284	74.2089	65.0707	62.9917	85.7448	64.2003	70.8583	71.059	72.6736	59.2906	61.0068
YBR035C	188.372	208.171	205.247	191.877	210.843	218.716	232.218	229.178	189.437	191.82	207.716
YBR036C	77.8148	90.9355	80.555	71.7662	73.6612	77.9763	86.8488	87.4918	79.429	69.9086	83.8523
YBR037C	14.4376	19.0924	18.9413	17.2302	13.7851	17.7711	21.2538	20.1576	18.3325	19.5986	23.9605
YBR038W	24.8195	27.6018	27.5755	24.175	25.9484	29.2381	29.8863	30.04	30.036	29.8102	31.7526
YBR039W	139.923	156.177	160.219	149.097	121.03	130.261	140.402	141.923	123.506	137.666	157.293
YBR040W	0.179648	0.447505	0.292992	0.313356	0.485486	0.330647	0.321205	0.394921	0.321543	0.118084	0.22151
YBR041W	26.7562	32.8986	35.201	33.5414	26.7432	30.9986	31.3807	32.4427	28.8436	31.9225	33.6771
YBR042C	25.4381	26.9161	26.5702	27.9573	25.4672	23.8822	23.3103	26.2679	23.6411	23.7248	25.6445
YBR043C	31.5162	33.2934	33.7805	27.2573	36.0722	38.3311	39.3193	39.5129	36.5638	34.2603	35.6547
YBR044C	14.0367	16.0914	17.6943	16.361	15.3873	14.5269	16.7787	18.1776	14.4261	14.4708	17.0391
YBR045C	6.39185	8.99923	9.16061	9.35681	7.70014	9.88736	8.83343	10.0822	6.65023	7.8457	9.10537
YBR046C	31.1432	38.4946	45.1731	42.318	42.05	50.8252	56.0044	58.6175	49.1196	49.1904	56.2952
YBR047W	50.904	52.2653	54.695	62.7521	74.7586	70.1399	81.6276	79.9523	61.1555	57.5945	68.3394
YBR048W	1329.43	1312.48	1107.19	1106.74	1282.61	1188.83	1143.37	1116.53	1223.98	1148.81	1078.05
YBR049C	36.0588	37.6136	37.022	34.5243	36.5515	36.2985	37.5413	38.3355	38.5852	35.0126	38.9298
YBR050C	0.644205	0.809105	1.01975	0.851937	0.737332	1.05394	0.745296	1.27732	0.783762	1.26202	0.747596
YBR051W	0	0.203064	0.232664	0.884748	0.308418	0	0.170045	0.41814	0.226966	0	0
YBR052C	95.9487	117.104	117.24	89.8941	86.063	100.868	120.557	106.24	104.843	106.94	129.77
YBR053C	45.3064	62.1643	69.4487	58.911	41.604	45.5718	55.5126	62.303	56.0324	56.9268	70.7291
YBR054W	131.074	186.233	215.463	199.725	120.415	151.775	198.211	202.54	132.397	168.029	226.752
YBR055C	17.4784	18.0173	19.1137	18.2997	18.2006	18.0176	17.706	19.1766	17.446	17.3787	18.9257
YBR056C-B	0	3.12368	10.737	3.40245	7.11646	0	13.0788	9.64819	0	7.693	0
YBR056W	71.1482	87.9277	92.5128	87.0876	58.5517	63.0865	73.6855	73.2912	70.5584	74.6111	84.5206
YBR056W-A	200.565	254.459	315.254	353.785	204.237	216.375	213.084	206.606	212.73	196.157	205.487
YBR057C	25.6871	28.1766	26.0165	24.9184	27.4163	25.4831	26.7505	27.0326	28.3954	24.3985	26.6748
YBR058C	34.5155	35.638	34.812	34.0846	31.797	32.1735	32.7712	35.6242	30.835	32.2202	33.4946
YBR058C-A	771.225	789.32	1081.09	984.529	1030.04	978.896	1024.7	1070.71	1049.55	941.248	1041.32
YBR059C	35.3622	41.231	42.3836	37.5001	34.587	40.1417	40.6184	42.4436	39.2922	38.5078	43.2294
YBR060C	21.115	21.3163	20.0269	19.1928	20.973	20.6058	20.5691	21.22	19.2926	19.9751	19.9655
YBR061C	27.6563	29.1013	28.8674	32.4571	31.5055	30.3499	30.3792	33.1421	28.8712	28.6758	29.2043
YBR062C	33.4585	38.749	40.7648	40.2119	30.764	34.9811	36.932	37.2837	39.2939	38.0857	41.7433
YBR063C	16.9616	17.3252	17.3202	19.105	17.1952	15.526	17.3989	19.1181	15.9134	16.1064	19.4654
YBR064W	0.161683	0.115073	0.263693	0.376027	0.174775	0	0	0.118476	0.128617	0.425102	0.265812
YBR065C	17.6819	18.5585	20.1136	22.1083	18.5001	19.473	20.9945	22.5105	19.6483	18.7829	21.3215
YBR066C	148.608	171.458	192.553	187.632	115.199	112.65	128.077	134.754	146.624	131.166	133.715
YBR067C	375.761	355.467	312.105	241.715	383.453	344.886	348.708	304.002	391.821	332.775	311.623
YBR068C	171.82	197.606	173.527	166.223	208.208	217.738	220.889	214.849	206.749	190.143	201.144
YBR069C	85.5023	86.8896	75.646	72.1525	85.0734	79.4145	81.5359	81.5831	78.0326	76.091	76.6845
YBR070C	18.5883	20.4904	23.4261	21.2516	20.2288	23.6018	23.4252	23.9398	20.4128	19.9661	23.0485
YBR071W	53.6186	54.5926	59.6682	60.281	52.4325	48.3514	56.5172	54.5541	49.054	50.2214	53.8424
YBR072C-A	0	0	0	0	2.31412	0	0	0	0	0	0
YBR072W	226.356	295.789	458.886	484.677	182.6	180.834	311.029	363.776	202.981	247.783	407.055
YBR073W	30.4097	32.0864	30.9478	31.5331	27.6049	25.7543	29.8985	33.0435	27.5999	28.6896	30.7504
YBR074W	34.7347	36.6611	34.6694	31.5207	35.9989	34.6891	37.3741	38.0793	35.5036	35.1494	35.2156
YBR076C-A	43.1924	57.822	68.7664	73.3466	50.5807	48.7918	61.904	51.9965	52.3568	48.6698	49.8758
YBR076W	0.249657	0.228453	0.639843	0.442385	0.308426	0.320922	0.361356	0.365882	0.255343	0.343833	0.410445
YBR077C	39.0464	44.2742	46.5748	46.3454	40.8973	44.6374	45.7476	46.5611	45.7235	42.8291	48.3445
YBR078W	551.921	551.653	527.219	428.238	515.757	491.843	505.09	503.254	524.736	505.223	524.423
YBR079C	104.94	104.481	96.499	91.662	104.609	103.333	97.3842	102.051	105.982	99.9328	99.9055
YBR080C	44.1997	50.6286	51.502	50.7192	42.8923	43.1994	45.4752	47.3309	47.4552	48.0064	51.0548
YBR081C	17.8188	19.8514	19.1694	19.1624	19.1064	19.35	20.8696	21.6328	22.1201	19.5071	21.282
YBR082C	669.514	684.055	662.588	566.89	594.076	581.819	703.965	688.993	606.138	571.441	652.81
YBR083W	28.3105	30.762	28.8822	29.0397	27.4362	28.4226	31.599	31.5311	29.531	28.0736	29.9631
YBR084C-A	1422.05	1418.36	1257.37	1052.31	1419.89	1304.02	1316.28	1308.38	1424.91	1264.1	1249.29
YBR084W	78.6398	80.8035	69.4608	65.1163	85.8589	81.9413	80.0956	84.6899	84.5763	73.7479	74.6893
YBR085C-A	1981.12	2214.35	3189.31	3415.71	1897.74	2311.7	2703.69	2778.34	1928.98	2352.79	3048.58
YBR085W	2.75939	3.25272	2.70725	2.3063	3.68193	3.03314	3.21205	2.55908	4.39014	3.24967	2.79989
YBR086C	70.5903	77.9138	74.7954	63.7854	66.4691	70.1891	69.3669	69.5142	67.3455	69.9254	75.4887
YBR087W	26.214	31.6788	26.5826	31.7135	28.1246	28.0661	30.3964	30.0285	27.4068	28.882	29.1416
YBR088C	64.9855	65.2384	60.8142	58.1561	57.8843	54.6019	57.2913	60.746	61.5171	61.3017	66.7852
YBR089C-A	338.164	315.493	358.306	286.303	315.343	310.745	340.103	344.387	317.675	328.055	309.522
YBR089W	0.248743	0.177035	0.270454	0.192835	0.403327	0.474776	0.444746	0	0.131915	0.145334	0.0681569
YBR090C	22.5547	20.8857	30.2587	41.927	20.973	30.7502	22.115	27.7234	25.8521	35.0709	21.132
YBR091C	35.1867	32.1981	40.9906	38.1335	41.1408	42.8811	41.7279	40.2541	40.5579	44.0543	40.1394
YBR092C	106.66	103.781	84.3269	68.6812	115.379	109.799	118.412	108.863	112.128	101.671	102.382
YBR093C	6.22374	7.92657	6.51356	5.48902	6.79579	7.23473	8.66503	7.73634	6.47429	6.35997	7.37369
YBR094W	20.7031	22.9562	23.6027	22.4384	19.332	22.1154	20.6194	21.9613	20.2299	20.9954	23.2932
YBR095C	23.5277	25.8715	24.187	24.2689	22.329	20.6369	22.7779	22.8986	20.867	20.8398	21.2191
YBR096W	94.3223	109.77	111.179	116.67	95.087	95.28	100.633	109.318	88.4852	102.369	110.402
YBR097W	13.5828	14.473	15.6659	14.5807	13.0279	13.8756	13.4724	15.1964	12.8861	13.1992	14.391
YBR098W	6.83369	8.00407	8.11862	7.34766	6.32806	7.08856	6.92094	7.36536	6.90605	7.17578	7.75176
YBR099C	1.9402	5.21663	4.39488	2.8411	3.72853	5.81939	3.85446	4.58108	2.57235	5.4791	5.31624
YBR101C	56.247	64.7948	70.0941	63.527	59.1126	68.7873	70.1864	67.8048	66.0029	71.736	74.8746
YBR102C	23.3633	24.9216	25.3357	24.8369	24.3565	22.6594	25.5739	25.6587	22.9901	22.9086	24.2439
YBR103C-A	0	0	0	7.63682	2.66215	0	0	0	0	4.31674	4.04882
YBR103W	14.0696	17.0399	15.8565	15.4727	14.8617	16.8696	19.4255	18.8463	20.1529	17.7736	16.9521
YBR104W	37.5864	36.9258	36.4152	34.1317	50.8829	42.8904	46.4642	46.4503	44.084	36.4521	38.9355
YBR105C	63.1603	53.2622	49.4989	53.4765	77.9184	61.9538	68.988	67.506	61.378	47.0042	52.0042
YBR106W	680.167	666.988	608.608	519.273	612.174	577.123	590.333	554.2	606.224	583.994	559.785
YBR107C	7.55843	8.93755	7.76519	8.07421	7.81662	9.5908	9.39969	10.7283	7.57501	8.91933	9.09957
YBR108W	18.7291	21.9104	20.4034	17.5711	18.5484	19.5223	22.1375	21.5969	19.5736	19.0092	21.3879
YBR109C	464.602	454.626	483.653	464.77	457.05	430.716	445.635	497.819	452.812	464.081	473.922
YBR109W-A	27.5485	21.115	20.7367	59.1413	22.907	29.4689	31.5743	34.162	16.8573	24.1438	36.5808
YBR110W	32.8036	38.5478	37.2691	34.3035	37.0456	35.8721	39.1328	37.9253	36.125	34.0777	39.8283
YBR111C	101.958	112.138	120.042	127.193	94.1673	105.133	114.043	121.18	104.724	116.518	125.931
YBR111W-A	136.248	150.327	166.923	229.947	133.539	168.512	137.15	163.371	132.239	156.546	135.576
YBR112C	37.6736	42.7383	39.187	34.0892	39.3718	42.0745	42.9637	41.1879	36.4551	38.6055	37.6256
YBR113W	0.497486	0	0.10142	0.867756	0.537769	0.813901	0.222373	0.182271	0.197873	0.327002	0.408941
YBR114W	15.6476	15.9151	16.3914	16.2733	16.4111	16.5099	18.8803	19.2373	16.6549	14.8065	16.8836
YBR115C	108.177	113.954	103.891	94.6671	148.508	146.595	140.38	143.251	140.05	120.469	120.845
YBR116C	4.79833	7.20133	9.95228	9.70394	6.31445	6.74094	7.14941	8.71373	5.47661	7.40501	12.0044
YBR117C	4.24317	6.37415	7.27687	7.5331	4.0703	4.80901	7.21023	7.69007	4.29011	4.96781	9.65177
YBR118W	880.235	1046.38	707.237	435.472	780.867	697.272	850.862	735.283	790.565	665.014	701.022
YBR119W	19.7612	18.4116	18.8247	19.2888	17.0891	17.4876	18.7102	18.66	16.9346	18.9328	18.8283
YBR120C	21.5847	21.8351	25.1167	30.8343	19.9899	23.6082	23.5604	25.0577	24.3087	24.4434	31.399
YBR121C	302.107	313.387	281.894	251.649	293.299	281.569	287.701	290.151	301.426	271.702	281.297
YBR121C-A	1944.29	2402.11	1850.34	1697.82	1888.23	1701.75	1598.23	1797.78	1784.08	1573.22	1879.64
YBR122C	64.6391	67.0813	75.4439	71.8015	63.9124	61.7301	66.2765	73.555	61.98	66.674	74.4553
YBR123C	14.6285	16.5851	17.1331	16.845	15.4986	15.8291	16.203	17.5019	16.4957	15.1897	16.5253
YBR124W	1.31094	2.23924	2.13804	2.43908	3.11759	1.07236	2.65644	2.88184	2.08568	2.29784	2.58626
YBR125C	26.202	27.8617	23.9613	24.3511	23.3164	22.9646	26.1571	25.0514	25.3595	21.4602	23.6923
YBR126C	220.68	307.42	302.161	222.084	182.257	216.2	278.431	246.683	232.875	241.928	305.439
YBR126W-A	1175.91	1192.84	1483.55	1322.35	1139.63	1141.02	1168.05	1226.14	1126.81	1274.6	1251.04
YBR126W-B	3142.45	3312.75	3747.43	1783.2	3018.88	2691.44	3378.8	3205	3001.32	3021.72	3137.83
YBR127C	456.392	499.654	438.221	362.058	396.872	387.783	420.495	406.512	435.631	405.147	417.911
YBR128C	3.8878	4.50628	5.19334	5.10938	4.16258	4.30094	4.83279	5.64344	4.80106	4.70533	6.54384
YBR129C	22.2807	23.1829	23.3143	23.7234	22.0174	24.0969	21.4581	23.0884	21.2689	21.3242	25.9329
YBR130C	32.7514	34.0186	36.5557	34.9717	32.0709	32.228	31.6392	33.3668	30.7782	31.6534	33.3854
YBR131C-A	0	0	0	0	0	0	0	0	0	0	0
YBR131W	10.9175	11.844	10.9377	12.3932	12.164	11.444	11.3775	13.1886	11.2778	10.5524	12.1282
YBR132C	30.3675	41.0366	40.7852	31.9258	34.3361	43.9079	49.1669	42.0429	39.1857	41.7328	47.4117
YBR133C	30.5613	34.8833	31.7387	30.1327	31.2343	32.5517	34.4108	34.4933	30.3502	33.1751	33.5458
YBR134W	0	0.13538	0.155113	0	0.102809	0	1.13367	0	0.302629	0.333414	0.15636
YBR135W	97.0098	104.784	92.2537	83.5002	95.6893	98.0272	103.305	104.642	95.4416	96.1482	92.6433
YBR136W	12.349	13.9779	14.3681	13.6396	12.748	13.816	13.8321	14.5468	12.6254	13.2105	13.6638
YBR137W	74.7075	84.4895	86.6109	84.1216	69.5136	74.774	81.4802	85.8891	68.8169	68.0164	83.3608
YBR138C	9.96435	12.1061	12.9221	12.9993	10.0476	12.1547	11.4326	11.6921	11.6803	11.1565	12.4847
YBR139W	72.3019	93.8572	97.1764	79.8661	67.8791	78.7779	91.6656	87.689	75.214	84.2022	103.086
YBR140C	32.8866	37.7469	37.4698	34.3622	31.9577	34.5657	34.742	36.1073	31.6963	33.3501	36.7774
YBR141C	11.1086	9.90979	8.96556	11.1481	11.165	9.74048	10.5658	11.7361	10.1078	8.63541	9.69432
YBR141W-A	0	0	0	5.12678	0	0	0	0	0	5.79587	0
YBR142W	30.6893	26.6682	25.9877	28.5041	31.8616	27.8605	27.1848	32.148	27.8751	25.2355	26.2773
YBR143C	201.398	205.983	191.887	193.056	208.342	198.634	195.698	204.286	213.316	201.439	200.213
YBR144C	0.877602	0.624605	1.07348	0.340174	1.18583	0.358945	1.56913	0.643079	0.698124	1.15371	2.88561
YBR145W	93.9083	118.324	100.341	87.6466	138.293	142.309	148.476	144.946	126.514	113.087	113.746
YBR146W	44.4958	48.2601	51.9852	48.0394	46.2529	46.1152	51.1208	51.5371	48.7433	45.9805	51.7519
YBR147W	16.4101	18.7773	18.5201	18.1688	24.6727	28.7385	25.8825	25.943	21.3841	19.9838	20.0849
YBR148W	1.21492	2.1093	2.11655	2.28328	2.00975	2.87607	2.77565	2.34704	2.24043	2.12955	2.60264
YBR149W	210.941	257.253	273.164	235.52	179.391	193.33	230.297	223.594	211.099	219.982	257.767
YBR150C	12.7493	14.3545	14.7428	13.3542	12.1548	13.2677	14.1743	14.9828	14.0615	13.6604	15.0977
YBR151W	56.6305	65.4144	69.7772	63.0891	53.7321	64.8747	71.8264	69.7187	65.9906	61.549	79.2324
YBR152W	12.161	12.4873	14.3832	13.098	12.5437	13.4031	13.2509	14.7273	14.8802	13.465	15.033
YBR153W	37.726	37.7183	33.9383	36.4422	40.9426	36.6896	41.2927	39.3604	38.7281	30.8593	38.395
YBR154C	127.207	118.049	120.684	126.04	129.031	113.723	118.807	129.878	122.718	106.308	117.397
YBR155W	22.9878	20.5308	22.6097	24.4728	26.3893	25.6661	25.2448	29.7246	27.328	24.1593	23.7125
YBR156C	8.55135	8.59683	8.37311	9.54719	8.71605	8.25759	9.32955	9.34731	8.56892	8.1432	8.9841
YBR157C	27.3646	34.2425	36.3073	32.1688	25.5192	26.8799	32.8186	27.8179	32.1618	32.8287	39.0882
YBR158W	126.445	117.448	113.97	106.753	135.988	110.435	116.822	119.856	113.442	104.41	110.719
YBR159W	64.1729	72.3525	70.1523	65.3862	64.8778	65.3409	75.5984	75.2435	75.5105	71.0322	77.607
YBR160W	42.9358	48.81	49.772	41.3978	39.9069	41.3309	43.5233	45.7779	40.2286	39.2826	43.7851
YBR161W	19.4679	21.9108	21.2031	19.9013	16.4966	17.8415	20.6882	19.9717	19.0826	19.7224	20.2885
YBR162C	249.026	271.695	260.441	213.62	291.359	288.339	294.324	296.749	330.509	279.246	287.889
YBR162W-A	969.125	1051.75	1276.24	2083.58	1098.03	1637.22	1273.57	1294.58	1340.75	1413.83	1311.23
YBR163W	20.8098	21.2072	21.7665	22.3224	22.2551	21.0773	20.667	22.7672	22.0158	20.8241	22.6548
YBR164C	76.2631	79.5711	88.1935	79.6732	70.4983	80.9267	81.9741	87.9773	91.6876	84.0103	95.3765
YBR165W	24.5758	27.5466	24.4626	24.76	24.6836	24.0101	25.4691	24.8618	23.9426	23.8493	26.0496
YBR166C	28.7096	27.9347	31.579	28.7407	34.3078	35.0879	35.909	38.002	35.269	34.215	35.3242
YBR167C	33.7862	31.5458	31.0976	39.5477	33.4483	30.5108	36.5842	40.813	34.0614	26.972	35.3346
YBR168W	13.1593	16.6664	15.9411	17.3359	13.8922	13.5935	14.4979	15.2265	13.6622	13.4338	15.9487
YBR169C	41.9635	52.9297	63.4934	54.7732	35.2954	45.2364	57.5425	51.6913	43.8772	50.7062	65.6873
YBR170C	33.7002	39.7348	37.743	36.1832	33.0177	33.6065	36.1646	36.9417	35.4085	34.6399	39.3113
YBR171W	77.0602	77.5627	80.7028	90.0646	75.0968	75.8995	70.6859	79.8568	79.1619	77.1355	77.6857
YBR172C	30.7542	31.7412	32.1601	30.1622	31.9057	28.7995	31.9311	33.1445	31.22	29.3049	29.9584
YBR173C	127.436	138.087	138.678	126.71	115.828	121.438	126.321	134.847	122.07	117.998	128.073
YBR174C	0.438801	1.56151	1.4313	2.04105	1.18583	1.07684	1.83065	3.85847	5.58499	1.53828	1.0821
YBR175W	18.5693	21.7502	19.4205	16.3967	18.8127	18.4595	20.6454	21.1121	17.2888	15.9094	16.8043
YBR176W	24.5899	25.6662	23.5604	21.0902	24.6889	23.3581	27.9784	27.847	25.03	22.9555	26.7661
YBR177C	83.6808	101.601	96.9661	83.256	82.4284	98.7103	95.8602	92.4885	93.2109	95.8497	105.849
YBR178W	0.692927	0.328779	0.565056	0	0.499357	0.377882	0.275319	0.507755	0.551217	0	0
YBR179C	15.3609	18.0603	17.111	17.3663	15.9061	16.138	17.0235	18.5301	15.7336	16.6081	18.4865
YBR180W	0.257373	0.394535	0.209878	0.168829	0.20331	0.113365	0.235987	0.217609	0.236236	0.138809	0.276661
YBR181C	359.251	351.674	326.192	262.291	348.37	307.528	293.29	312.223	309.784	301.215	287.698
YBR182C	5.50596	7.80007	6.5852	7.03273	5.39913	6.30553	6.1411	6.55141	5.19336	6.43398	7.26313
YBR182C-A	3.11338	2.21585	5.0777	12.068	1.68274	2.54679	7.42219	2.28139	4.95333	2.7286	5.1185
YBR183W	11.0691	15.4315	15.8554	12.9842	10.6882	14.0737	17.4686	14.8247	12.9936	15.4054	17.38
YBR184W	2.99168	2.70851	3.1392	3.05256	2.98425	2.8971	2.84496	3.25608	2.58985	3.00753	3.3995
YBR185C	25.3413	22.0869	24.8221	25.1324	22.8991	21.5798	24.0117	21.6884	17.0484	20.9949	23.5569
YBR186W	0.161012	0.243515	0.213361	0.265248	0.239318	0.164638	0.29988	0.250717	0.192125	0.211669	0.413608
YBR187W	71.4345	74.7973	62.9267	59.9365	70.2277	67.8929	74.2568	70.3318	75.3775	71.838	74.4273
YBR188C	36.4623	32.3791	44.8733	39.9367	33.2675	40.2249	35.5873	42.1612	36.7225	35.0343	37.9469
YBR189W	2069.31	2029.52	1674.64	1381.92	1886.83	1620.82	1629.47	1634.03	1819.1	1592.67	1588.73
YBR190W	0.45874	0.979481	0.748171	2.13379	1.7356	2.62679	1.91383	1.00845	0.729847	0.402045	1.88546
YBR191W	1781.5	1717.86	1531.35	1371.83	1716.09	1602.88	1556.09	1532.72	1716.94	1598.06	1493.66
YBR191W-A	249.151	234.695	179.27	255.641	225.758	161.848	82.9806	166.461	186.538	205.514	138.545
YBR192W	10.5231	10.5789	11.8796	11.3446	12.1928	11.2711	13.1705	14.7232	14.4139	12.5369	14.6512
YBR193C	20.9156	23.7001	26.3693	27.842	26.0303	23.694	28.0064	27.426	23.8626	25.3855	27.5992
YBR194W	31.7056	37.553	39.9398	39.2536	33.6335	37.5486	35.6773	41.6111	31.621	35.6671	37.9268
YBR195C	16.7485	17.667	16.9617	16.8549	15.6372	14.7274	16.2057	15.7434	13.3459	15.3287	16.6992
YBR196C	1035.78	1194.76	1025.87	815.295	920.534	857.357	965.923	910.981	997.836	939.999	976.335
YBR196C-A	18.8441	30.1763	11.525	29.2173	30.555	26.9758	28.0773	48.3293	18.7379	41.288	38.7254
YBR196C-B	37.8113	49.3368	25.6948	39.0836	23.8426	46.3953	41.3145	41.5604	25.0655	38.6613	36.2617
YBR197C	29.4622	28.2823	27.1311	25.9041	29.0903	27.6862	31.0927	31.4883	28.4673	26.2619	26.1677
YBR198C	26.2848	29.3243	28.0192	26.1644	27.2195	29.8248	30.1924	32.1176	31.5903	27.2992	31.051
YBR199W	72.6303	87.7324	84.0987	79.143	71.3603	82.0144	82.8508	83.1628	79.9784	80.1018	90.0977
YBR200W	23.9111	26.0275	25.9589	25.1914	24.7182	24.2296	25.4197	25.6909	24.0561	22.8413	24.8582
YBR200W-A	0	0	0	0	0	0	0	0	0	0	0
YBR201C-A	47.6773	63.8735	80.0451	67.3998	60.6328	71.1189	48.473	88.3686	46.8508	73.7381	57.6345
YBR201W	19.778	22.8005	22.2606	21.5123	18.7781	21.7766	19.5412	20.3889	18.0064	17.9268	24.294
YBR202W	31.7984	33.1011	30.005	26.9872	32.9095	31.7733	34.0461	32.9249	30.2209	30.721	31.9392
YBR203W	8.58341	10.8485	11.3776	10.0661	8.31945	8.7649	9.40727	10.8317	8.1478	9.11799	10.1147
YBR204C	13.2105	18.0503	19.9255	18.7115	14.316	16.3044	18.3712	19.8215	17.3568	15.9885	20.8204
YBR205W	52.0599	56.7573	52.1571	53.3212	50.7064	52.8378	54.8902	55.7868	53.3962	51.3555	58.0246
YBR206W	93.7582	124.635	101.099	115.334	112.867	111.24	122.611	115.546	126.361	116.465	127.071
YBR207W	29.2549	38.2354	35.8361	28.2168	32.8148	33.6898	36.9243	37.2318	35.2606	36.339	37.8105
YBR208C	30.8461	33.0055	29.107	22.9091	26.1714	25.1918	26.0885	25.1578	32.541	27.3782	25.87
YBR209W	11.3495	8.07768	5.48452	7.82096	6.13428	8.94023	10.2716	10.4727	6.01897	6.26285	5.87413
YBR210W	41.3908	43.7276	49.9698	48.0062	45.1793	44.5712	49.2408	45.2579	49.389	48.1783	45.5867
YBR211C	14.792	14.9214	13.991	14.7303	14.3214	15.8055	16.0072	15.3627	15.7849	14.0178	15.5862
YBR212W	34.496	39.3315	39.4467	35.4103	36.4983	38.3596	40.8638	39.4827	34.3343	37.7116	42.0343
YBR213W	8.79151	9.42158	8.2816	6.69799	10.0223	8.4315	8.94356	9.99643	7.59646	7.39501	7.35136
