Gene	rph1d_RNA_Rep1	rph1d_RNA_Rep2	rph1d_RNA_Rep3
YDR448W	17.4364	17.9232	16.6549
YDR449C	32.1794	34.1632	32.7762
YDR450W	3105.94	3260.81	3269.76
YDR451C	14.1872	12.6455	12.5295
YDR452W	34.9758	36.2666	35.5339
YDR453C	8.46211	10.6222	8.76485
YDR454C	252.055	250.029	233.945
YDR455C	44.9935	38.9705	31.5214
YDR456W	29.2812	29.5371	25.0669
YDR457W	28.168	30.6002	27.7096
YDR458C	13.3552	12.818	13.0429
YDR459C	10.5814	12.4826	11.8404
YDR460W	14.0394	14.7947	14.799
YDR461W	254.645	220.557	333.216
YDR461C-A	133.193	87.5171	113.288
YDR462W	39.5766	37.2594	39.3147
YDR463W	29.5294	25.6041	26.8915
YDR464W	12.7822	13.2639	12.7441
YDR464C-A	172.382	153.454	84.7978
YDR465C	48.6789	46.1622	48.1509
YDR466W	12.3532	11.9461	11.9416
YDR467C	37.0642	41.4077	38.3902
YDR468C	23.6296	26.18	30.4503
YDR469W	35.1777	31.3801	41.1695
YDR470C	15.1127	15.598	14.7163
YDR471W	1371.16	1435.18	1523.19
YDR472W	23.4406	26.6887	25.2515
YDR473C	5.16606	4.31805	4.66112
YDR475C	8.50474	7.79328	7.21648
YDR476C	48.5392	43.1501	45.4575
YDR477W	32.7066	31.5809	32.0317
YDR478W	12.0525	13.7796	12.1202
YDR479C	10.3376	10.6213	9.98518
YDR480W	8.64378	7.53692	9.2827
YDR481C	28.0773	29.2725	27.6417
YDR482C	25.3238	30.616	32.8671
YDR483W	114.993	117.023	111.316
YDR484W	7.80328	8.98992	8.0515
YDR485C	9.29444	8.69561	8.61918
YDR486C	36.8068	35.3394	35.0689
YDR487C	101.306	114.366	105.407
YDR488C	10.3539	9.50488	9.94036
YDR489W	13.849	14.337	13.0551
YDR490C	16.2906	17.2611	16.2628
YDR491C	10.5288	11.5113	9.8249
YDR492W	36.0874	33.4818	33.2913
YDR493W	41.9426	40.1675	35.5853
YDR494W	20.0443	20.269	17.9384
YDR495C	5.01144	5.31819	5.16838
YDR496C	85.4441	89.8706	86.4061
YDR497C	90.0123	87.9011	87.3672
YDR498C	17.0929	18.6266	17.3911
YDR499W	6.53842	7.11992	7.16701
YDR500C	8785.88	8684.21	9665.27
YDR501W	4.58598	5.24094	3.64573
YDR502C	66.9415	62.0703	64.532
YDR503C	17.112	19.3623	19.1586
YDR504C	11.4954	14.2621	12.1829
YDR505C	23.2278	27.2978	24.1506
YDR506C	6.67148	6.83739	5.76606
YDR507C	22.4485	24.0816	22.7901
YDR508C	76.2812	78.721	70.1153
YDR509W	35.1625	41.8304	45.8178
YDR510W	868.826	818.531	853.403
YDR510C-A	2501	2973.94	2402.18
YDR511W	34.8151	39.8895	29.9948
YDR512C	15.7118	16.0304	20.6323
YDR513W	131.099	148.687	150.321
YDR514C	8.05382	8.72717	8.04858
YDR515W	13.0616	12.6733	12.8397
YDR516C	23.1119	22.1908	20.181
YDR517W	40.6892	42.0903	39.6994
YDR518W	24.2657	24.0516	20.5103
YDR519W	88.8973	98.2454	84.42
YDR520C	5.32894	5.86161	5.5233
YDR521W	8.19332	8.34885	8.23022
YDR522C	1.39809	0.951447	1.15793
YDR523C	0.993739	1.45431	1.36537
YDR524C	17.9305	21.3124	19.4091
YDR524W-C	4501.03	4673.1	4512.53
YDR524C-B	30735.7	27434	29062.1
YDR524C-A	0	7.21138	10.5317
YDR525W	3.10472	0.448184	0
YDR525W-A	140.083	225.926	128.314
YDR526C	24.3721	26.6732	26.8857
YDR527W	33.9536	35.1747	33.2643
YDR528W	17.0148	16.3352	16.103
YDR529C	216.238	239.765	240.514
YDR530C	11.5069	12.5578	11.7535
YDR531W	31.1013	34.5859	33.7563
YDR532C	3.96817	4.31619	4.20233
YDR533C	14.8829	13.3593	13.3492
YDR534C	5.14095	5.24013	5.03581
YDR535C	0.998634	1.15327	1.36847
YDR536W	2.69857	2.80976	2.39671
YDR537C	7.98907	8.75127	8.7681
YDR538W	11.1847	10.8227	10.003
YDR539W	15.1432	15.0432	16.1096
YDR540C	6.91837	3.99483	5.01374
YDR541C	10.0321	10.353	10.0574
YDR542W	0	0.318665	0
YDR543C	0	0	0
YDR544C	1.39809	0.403644	0.736868
YDR545W	0	0	0
YDR545C-A	0	0	0
YIL177C	0	0	0
YIL177W-A	0	0	0
YIL176C	0	0	0
YIL173W	0.0571815	0.0577814	0.0421928
YIL172C	0	0	0
YIL171W-A	0	0	0
YIL169C	30.6722	30.7441	30.9436
YIL166C	2.64421	2.79041	2.26827
YIL165C	13.6029	18.0002	13.1441
YIL164C	7.40867	8.17638	8.16223
YIL163C	5.59226	7.95743	7.83173
YIL162W	31.7832	30.973	29.6123
YIL161W	12.6102	12.6633	11.2697
YIL160C	4.1734	4.77143	4.40801
YIL159W	4.82248	5.60981	5.32733
YIL158W	38.3901	36.5265	33.9201
YIL157C	30.0285	28.8518	28.9108
YIL156W-A	12.0619	9.49751	11.0964
YIL156W-B	417.823	370.178	399.413
YIL156W	7.56296	7.89738	8.16291
YIL155C	11.3425	11.853	10.5735
YIL154C	28.0677	26.0993	26.1253
YIL153W	21.803	21.3373	20.0163
YIL152W	8.77231	12.1093	9.30476
YIL151C	16.7878	17.6497	16.9508
YIL150C	9.14904	8.71673	9.14982
YIL149C	17.8679	18.3573	18.6593
YIL148W	2541.18	2558.49	2805.35
YIL147C	19.7796	21.7074	19.674
YIL146C	8.53866	8.04579	7.08184
YIL145C	43.3592	40.4355	40.4725
YIL144W	8.51708	9.64371	9.21992
YIL143C	18.9964	18.522	17.9172
YIL142C-A	86.8421	68.7328	71.6545
YIL142W	125.042	130.128	122.8
YIL141W	2.67719	5.92584	4.32714
YIL140W	13.3582	12.7793	11.4677
YIL139C	8.40568	8.91484	9.98162
YIL138C	113.971	103.466	114.392
YIL137C	29.4343	29.3203	26.0667
YIL136W	6.11382	5.7237	4.77661
YIL135C	14.7708	13.3408	14.013
YIL134C-A	8.08372	10.5024	2.55633
YIL134W	13.9809	12.7967	13.5146
YIL133C	1329.02	1393.5	1246.55
YIL132C	5.44294	7.395	5.80494
YIL131C	23.1276	23.6463	23.4918
YIL130W	18.1339	17.9443	16.181
YIL129C	17.4426	17.7839	16.8214
YIL128W	17.4835	18.3169	17.9547
YIL127C	50.2861	48.3396	51.6996
YIL126W	31.29	32.478	31.4505
YIL125W	54.8734	56.5188	50.2556
YIL124W	47.2098	46.9729	43.6363
YIL123W	159.112	153.334	136.743
YIL122W	7.53616	8.50804	8.15211
YIL121W	25.6519	27.2723	23.4708
YIL120W	3.98208	4.35533	4.15465
YIL119C	6.36668	6.33411	5.90401
YIL118W	51.8888	53.4761	50.8587
YIL117C	6.9312	8.82544	7.75584
YIL116W	28.2847	31.4123	28.3658
YIL115W-A	48.0805	51.6861	51.9761
YIL115C	26.0239	27.927	23.9541
YIL114C	25.8541	26.7744	25.6385
YIL113W	3.52274	5.33954	4.73452
YIL112W	9.12039	9.66568	8.54207
YIL111W	26.746	26.5001	24.3487
YIL110W	36.9664	40.9254	38.2472
YIL109C	77.077	78.4523	75.4015
YIL108W	18.5121	18.519	16.4319
YIL107C	7.31885	7.78572	7.7742
YIL106W	17.4761	20.2518	19.9335
YIL105C	12.3374	13.1919	12.5023
YIL105W-A	58.0225	119.356	64.22
YIL104C	18.0929	19.0615	16.8318
YIL103W	29.7552	30.0791	28.538
YIL102C-A	137.282	116.375	107.147
YIL102C	10.8875	10.0587	14.231
YIL101C	1.45995	1.32881	1.09552
YIL100C-A	1.86378	0	0.294693
YIL100W	0.399447	0.345975	0
YIL099W	0.479002	0.674181	0.75738
YIL098C	18.1943	21.2328	18.4116
YIL097W	4.3811	5.13391	4.70644
YIL096C	19.9805	23.3128	22.8719
YIL095W	9.50623	9.06536	8.8667
YIL094C	90.5129	96.8327	95.8285
YIL093C	22.1236	23.6864	23.4178
YIL092W	4.54188	5.14262	4.70204
YIL091C	29.0338	29.051	29.8483
YIL090W	28.201	31.4428	25.8138
YIL089W	5.56962	5.80854	4.67282
YIL088C	23.4728	24.4561	23.8398
YIL087C	15.845	15.4999	14.5016
YIL086C	6.92208	4.19682	9.19375
YIL085C	27.7046	28.4778	26.7508
YIL084C	10.7282	12.1587	10.8635
YIL083C	20.6008	20.5388	20.6531
YIL082W	1.94926	2.2705	2.67823
YIL082W-A	1.79698	1.90705	1.79846
YIL079C	29.0179	31.188	29.8988
YIL078W	282.191	290.828	269.924
YIL077C	10.75	9.61623	9.3254
YIL076W	91.0064	95.4033	89.8703
YIL075C	86.7851	90.0411	85.2581
YIL074C	38.1132	41.3031	37.1975
YIL073C	2.28579	2.35949	2.45568
YIL072W	1.89798	1.73652	1.6569
YIL071W-A	9.19794	8.12599	10.4713
YIL071C	5.17524	4.78352	4.81203
YIL070C	36.9277	34.9459	36.8113
YIL069C	971.539	931.047	993.353
YIL068W-A	16.1557	15.6076	14.1479
YIL068C	12.1052	12.2601	11.3007
YIL067C	10.7672	11.1747	10.2222
YIL066W-A	8.38853	7.45189	6.80185
YIL066C	1.33236	1.49251	1.15727
YIL065C	39.2614	35.0009	35.0063
YIL064W	44.579	40.9641	42.292
YIL063C	29.959	30.4957	33.6012
YIL062C	105.633	111.507	103.039
YIL061C	10.7101	9.66524	10.3837
YIL060W	10.5984	9.76558	9.41289
YIL059C	15.0563	10.5568	14.5106
YIL058W	25.1992	36.3765	42.5003
YIL057C	0.170498	0	0.431337
YIL056W	12.4776	13.2812	11.7899
YIL055C	5.31017	5.37698	4.86738
YIL054W	1.21161	4.19768	3.44836
YIL053W	987.982	992.964	984.508
YIL052C	2196.07	2070.07	2260.93
YIL051C	987.316	1008.34	964.384
YIL050W	17.0112	18.4921	16.0296
YIL049W	13.9809	16.429	13.7032
YIL048W	15.0664	16.0514	15.3109
YIL047C-A	66.7586	62.9684	67.6444
YIL047C	42.2666	42.6189	39.0252
YIL046W-A	18.0475	5.21053	19.024
YIL046W	14.1062	12.131	13.4062
YIL045W	2.72872	3.08044	2.6566
YIL044C	31.6511	36.0477	35.0421
YIL043C	179.052	188.474	180.657
YIL042C	12.3229	10.324	9.55094
YIL041W	160.379	163.079	152.242
YIL040W	45.9372	51.4646	49.2649
YIL039W	42.479	41.8716	42.4255
YIL038C	20.9342	19.6094	18.2243
YIL037C	1.99727	2.38389	2.1875
YIL036W	16.7217	16.4495	16.1965
YIL035C	29.6009	27.7679	29.5763
YIL034C	56.4009	57.1206	54.521
YIL033C	60.7791	61.1629	57.5021
YIL032C	1.55342	1.0091	0.982481
YIL031W	11.2493	12.3128	12.1212
YIL030W-A	39.6052	35.9178	30.0587
YIL030C	34.178	36.8859	34.4261
YIL029W-A	30.0077	35.4419	31.9189
YIL029C	7.68948	7.46741	9.13716
YIL028W	2.51656	2.42186	3.00642
YIL027C	61.6106	59.3151	50.057
YIL026C	12.4624	12.9143	11.674
YIL025C	0.998634	0.576634	0.842134
YIL024C	6.53312	7.24296	7.3549
YIL023C	20.8654	21.65	20.5988
YIL022W	53.3597	48.9924	49.634
YIL021W	37.7958	37.0463	37.6926
YIL021C-A	120.327	141.787	145.126
YIL020C-A	91.325	85.1533	102.848
YIL020C	16.2459	18.1978	15.0173
YIL019W	19.0119	17.1549	17.7853
YIL018W	1747.69	1660.95	1641.96
YIL017C	7.56534	8.3423	7.61986
YIL016W	58.4655	57.4013	59.6001
YIL015W	80.4523	89.1774	82.3482
YIL014C-A	27.8253	36.6984	31.1973
YIL014W	13.9809	15.9763	14.9579
YIL013C	3.21907	3.00683	2.7146
YIL012W	5.41133	3.12463	1.42603
YIL011W	9.5698	11.4618	9.69355
YIL010W	48.1447	55.1748	47.8022
YIL009C-A	19.6297	20.9161	17.5955
YIL009W	27.8932	27.7604	25.8048
YIL008W	179.552	185.37	202.786
YIL007C	14.994	15.4438	16.2752
YIL006W	6.58206	6.69966	6.25958
YIL005W	20.4857	21.0495	19.7704
YIL004C	39.3795	43.9972	48.3385
YIL003W	16.8963	19.2831	17.8525
YIL002W-A	573.937	422.378	571.776
YIL002C	9.72512	9.60056	9.78396
YIL001W	6.64984	6.85539	6.93442
YIR001C	20.7217	21.84	21.7376
YIR002C	10.2363	10.5009	9.54126
YIR003W	15.0347	15.3953	14.1301
YIR004W	25.1656	23.9073	25.9209
YIR005W	8.04959	9.17373	9.37831
YIR006C	49.9931	51.7894	47.5454
YIR007W	7.52343	6.44528	6.59939
YIR008C	17.6578	19.0342	16.2246
YIR009W	14.4588	22.9593	18.899
YIR010W	12.7356	13.3104	12.4044
YIR011C	32.799	36.2258	33.6161
YIR012W	83.0841	82.5446	80.2151
YIR013C	1.79242	2.17346	2.49401
YIR014W	6.46615	5.14646	4.64227
YIR015W	15.1084	17.1874	17.6848
YIR016W	11.6125	12.771	13.7226
YIR017C	0.532605	1.38392	0.842134
YIR017W-A	1.07545	1.24198	0.604609
YIR018W	14.2382	14.5609	12.5313
YIR018C-A	125.918	160.385	103.061
YIR019C	0.870405	0.527721	0.667482
YIR020C	9.14664	13.8639	13.4982
YIR020W-A	34.4466	27.8463	34.858
YIR020C-B	5.95482	7.10114	6.87743
YIR021W	10.4483	12.6695	10.6046
YIR021W-A	14.4325	0	4.56402
YIR022W	49.3443	46.7277	47.0208
YIR023W	13.2566	12.4502	12.3575
YIR023C-A	31.8264	33.8529	39.905
YIR024C	4.69507	7.31981	4.68516
YIR025W	3.56855	2.96382	3.55551
YIR026C	42.488	41.6097	39.8536
YIR027C	2.14521	2.2745	2.31587
YIR028W	1.61804	1.37954	1.45508
YIR029W	2.30336	2.55177	2.94747
YIR030C	3.71097	3.81219	3.27497
YIR030W-A	12.4274	8.34198	6.68093
YIR031C	5.83524	5.79811	4.88955
YIR032C	3.09311	3.64351	3.44306
YIR033W	26.5108	27.9301	26.7416
YIR034C	20.3708	20.0574	17.5025
YIR035C	43.4057	42.453	38.7113
YIR036C	37.7715	36.5287	36.2979
YIR036W-A	11.7878	12.3468	12.31
YIR037W	240.264	234.263	230.449
YIR038C	51.2325	54.8903	51.4838
YIR039C	2.55036	1.83636	2.13773
YIR040C	0	0	0
YIR041W	0	0	0.210534
YIR042C	2.72355	1.9658	1.43546
Q0010	0	0.263246	0
Q0017	0	0	0
Q0032	0	0	0
Q0050	125.828	145.666	172.38
Q0055	111.068	123.713	131.697
Q0060	8.64883	9.56382	11.7102
Q0065	47.1633	58.8349	57.6249
Q0070	36.7381	44.3714	47.0842
Q0045	122.797	151.661	158.44
Q0075	5.85963	5.60946	5.10389
Q0080	13.8881	0	0
Q0085	15.5606	19.7717	35.7193
Q0092	0	0	0
Q0110	4.71496	6.81815	9.69813
Q0115	4.27461	6.48614	11.2004
Q0120	19.6637	28.6399	33.6998
Q0105	67.6896	91.0797	101.177
Q0130	10444	11931.5	10856.7
Q0140	0.840622	0.57481	0.391752
Q0142	0	0	0
Q0143	6.63475	11.4932	8.3925
Q0144	0	0	0
Q0160	15.4429	24.931	25.4292
Q0182	5.64612	5.82179	4.93134
Q0250	155.692	180.207	193.225
Q0255	2.04336	1.45933	1.06562
Q0275	100.782	124.461	135.379
Q0297	58.32	84.1883	98.361
YEL077C	0.526476	0.841066	0.584561
YEL077W-A	0	0	0
YEL076C-A	0	0	0
YEL076C	0	0	0
YEL075W-A	0	0	0
YEL075C	0	0	0
YEL074W	0.465944	1.21071	0.294693
YEL073C	0.558358	1.93445	3.17828
YEL072W	3.37793	4.7137	3.5607
YEL071W	76.2869	81.109	73.7081
YEL070W	0.133151	0.0288317	0.18948
YEL069C	1.56632	1.48226	1.39424
YEL068C	53.902	53.1706	53.662
YEL067C	7.0523	5.78675	7.19913
YEL066W	37.4745	34.7051	31.4498
YEL065W	106.521	109.627	93.153
YEL064C	5.05841	6.29806	4.97663
YEL063C	43.6214	45.2908	38.0328
YEL062W	6.42648	6.7476	6.15485
YEL061C	9.3815	10.6319	10.6629
YEL060C	44.6731	44.9775	40.5664
YEL059C-A	103.837	137.55	83.0573
YEL059W	3.46104	2.39818	0.875595
YEL058W	46.6814	48.1823	43.1323
YEL057C	2.68507	3.20777	2.98651
YEL056W	24.9377	28.2424	25.6957
YEL055C	49.4388	54.6981	49.3105
YEL054C	1371.64	1400.3	1358.54
YEL053W-A	1121.81	1114.01	1035.59
YEL053C	13.6802	14.7135	13.9088
YEL052W	23.7708	24.5022	22.8205
YEL051W	160.459	167.164	161.298
YEL050W-A	338.521	405.667	299.157
YEL050C	27.6471	29.2025	25.2478
YEL049W	8.46208	5.41731	5.81736
YEL048C	23.5678	23.3537	24.7587
YEL047C	38.6636	38.8871	37.717
YEL046C	344.892	347.002	324.386
YEL045C	0.710892	0	0.149871
YEL044W	53.2605	47.8606	54.1071
YEL043W	19.7716	20.2284	20.1129
YEL042W	89.593	87.3482	82.2588
YEL041W	2.36964	2.40427	2.05538
YEL040W	223.839	235.298	224.666
YEL039C	5.41133	5.4681	5.41892
YEL038W	58.6233	64.8057	60.6772
YEL037C	88.3538	85.0335	75.4123
YEL036C	37.0259	36.5887	34.4389
YEL035C	0.332878	1.29743	0.526334
YEL034C-A	1194.42	1239.46	1243.26
YEL034W	1426.24	1429.55	1462.53
YEL033W	943.096	992.752	747.261
YEL032W	32.318	30.825	29.7598
YEL032C-A	246.82	299.291	241.963
YEL031W	105.233	110.277	100.42
YEL030C-A	4.42674	5.47737	3.59969
YEL030W	2.78622	2.75799	2.84782
YEL029C	20.4242	21.1123	18.9535
YEL028W	9.45186	11.9388	9.09149
YEL027W	966.294	889.104	903.853
YEL026W	980.25	983.607	984.12
YEL025C	7.48343	7.53274	6.61182
YEL024W	58.0259	58.2704	53.7193
YEL023C	2.84278	3.10806	2.94747
YEL022W	25.3422	27.0415	26.4438
YEL021W	0	0	0
YEL020C-B	169.164	217.9	161.857
YEL020W-A	211.873	206.619	199.514
YEL020C	8.51137	8.15732	8.13946
YEL019C	4.76105	5.89102	5.01867
YEL018C-A	6.62252	6.37333	6.23623
YEL018W	7.23883	7.2533	7.76516
YEL017C-A	2499.47	1884.25	2698.14
YEL017W	23.4659	22.2717	19.7307
YEL016C	10.7833	11.4317	10.9938
YEL015W	27.455	28.7629	27.6962
YEL014C	48.631	49.6651	44.0703
YEL013W	50.6807	52.8562	46.2622
YEL012W	17.6817	15.0476	18.8551
YEL011W	5.6418	5.49008	5.31682
YEL010W	0.822383	0	1.04026
YEL009C-A	0.26379	0.456955	0
YEL009C	488.909	516.38	513.837
YEL008W	4.44846	3.57775	4.62217
YEL008C-A	0	0	0
YEL007W	23.5089	21.4401	19.6532
YEL006W	17.9044	20.8682	16.182
YEL005C	8.039	9.08199	7.91396
YEL004W	6.61403	8.1505	9.01246
YEL003W	117.116	125.65	145.705
YEL002C	100.558	101.015	97.3427
YEL001C	112.922	109.238	110.252
YER001W	31.971	30.861	29.6741
YER002W	37.5326	35.7591	43.0845
YER003C	119.865	118.72	109.575
YER004W	60.4274	54.8577	52.5797
YER005W	19.7467	19.9097	18.3303
YER006W	96.7489	99.114	90.6044
YER006C-A	1.81742	1.57413	1.14945
YER007W	3.75175	3.19397	2.79874
YER007C-A	118.767	123.784	111.825
YER008C	16.4225	17.488	16.1124
YER009W	715.626	697.835	730.424
YER010C	31.273	27.8036	29.3196
YER011W	96.6469	91.9464	87.2417
YER012W	164.637	167.547	176.238
YER013W	7.2206	7.24509	7.27856
YER014W	10.1568	10.546	10.0614
YER014C-A	16.1469	15.3498	12.7032
YER015W	2.44982	2.81697	2.55121
YER016W	20.0108	20.5211	22.511
YER017C	25.6556	27.1078	25.9803
YER018C	16.596	13.1547	12.7865
YER019W	25.6965	23.9734	22.4306
YER019C-A	1322.03	1428.75	1318.89
YER020W	14.8952	15.1449	15.9019
YER021W	78.4007	83.9689	78.5992
YER022W	11.9242	12.0293	11.7655
YER023W	151.871	152.019	150.408
YER023C-A	1100.48	1000.04	942.47
YER024W	4.38876	4.70838	4.52109
YER025W	152.03	154.537	144.618
YER026C	67.5262	63.6676	65.4977
YER027C	30.7997	30.9059	29.8002
YER028C	13.6672	12.9244	12.8102
YER029C	25.7542	24.2186	25.7516
YER030W	100.623	105.914	105.113
YER031C	45.0164	46.1185	46.2816
YER032W	9.75492	9.76066	9.03173
YER033C	3.51632	3.70345	3.45156
YER034W	19.0031	15.4012	14.5943
YER035W	42.6084	48.8217	40.8435
YER036C	246.598	248.172	235.831
YER037W	6.96119	8.10666	7.02953
YER038C	5.45327	7.06905	5.64803
YER038W-A	5.71945	3.57775	4.4212
YER039C	5.27422	5.14827	5.29486
YER039C-A	33.271	48.9891	37.8769
YER040W	8.97538	9.62392	8.18742
YER041W	5.47257	5.56278	5.64242
YER042W	53.5934	54.2545	51.9275
YER043C	587.692	597.382	555.482
YER044C	80.4959	77.2428	81.8593
YER044C-A	1.71544	1.8944	1.81731
YER045C	6.18319	6.03978	5.19247
YER046W	12.6057	10.1242	16.8151
YER046W-A	9.8316	9.41186	7.8545
YER047C	4.27146	3.59565	3.47187
YER048C	53.1635	50.671	48.991
YER048W-A	265.641	250.088	281.564
YER049W	68.163	65.8902	63.4545
YER050C	54.1759	62.9252	65.3707
YER051W	6.10385	7.85629	6.16812
YER052C	60.4791	65.7985	57.7837
YER053C	9.10681	10.6095	8.55848
YER053C-A	17.2592	22.4232	16.3738
YER054C	1.41009	1.68907	1.23338
YER055C	191.44	200.733	188.158
YER056C	130.261	127.322	117.912
YER056C-A	1974.17	1770.44	2012.44
YER057C	200.789	230.85	221.06
YER058W	31.8264	35.7874	28.9576
YER059W	14.3118	15.5128	14.4932
YER060W	19.1532	18.0554	15.96
YER060W-A	4.43144	4.32476	5.25018
YER061C	11.6119	11.4029	10.8565
YER062C	95.7024	99.5415	77.6343
YER063W	63.6335	70.3409	61.3117
YER064C	37.8442	37.4158	37.7736
YER065C	13.7454	15.3725	14.1851
YER066W	3.93636	3.76212	3.1764
YER066C-A	1.83083	3.02733	2.10534
YER067W	5.66314	6.28458	4.92489
YER067C-A	13.4006	9.67226	14.4788
YER068W	20.4315	20.0223	18.6654
YER068C-A	4.1255	4.16878	5.50839
YER069W	9.63087	9.53551	8.59333
YER070W	138.889	145.597	133.207
YER071C	27.9617	28.3468	30.3455
YER072W	264.149	254.038	272.798
YER073W	62.8182	62.8689	58.2024
YER074W	2084.73	2054.47	2075.13
YER074W-A	268.824	257.187	262.256
YER075C	13.4686	15.244	13.5876
YER076C	8.76982	7.65089	6.27007
YER076W-A	8.47289	8.43947	9.64585
YER077C	6.57516	7.95299	6.77043
YER078C	14.0135	14.4521	13.3151
YER078W-A	0	5.21053	7.60961
YER079W	9.17495	8.41976	8.28976
YER079C-A	52.1857	47.2177	49.8031
YER080W	46.1754	47.593	45.6723
YER081W	13.0055	13.7364	13.0694
YER082C	47.1262	48.8734	44.7741
YER083C	50.9648	49.8093	49.2649
YER084W	0.303932	1.57948	0.961132
YER084W-A	0.317747	0.275212	0.100482
YER085C	0	0.266139	0.194339
YER086W	84.3098	82.0198	81.9086
YER087W	4.86784	6.25076	6.01427
YER087C-A	5.95225	8.3926	8.84241
YER087C-B	933.244	926.605	989.411
YER088C	27.1058	26.2369	24.6926
YER088C-A	125.072	154.756	137.019
YER088W-B	770.789	553.332	711.482
YER089C	70.0874	68.9153	65.6931
YER090W	58.6868	60.4326	57.8814
YER090C-A	265.345	289.408	248.624
YER091C	155.524	158.659	152.787
YER091C-A	0	0	0
YER092W	62.1011	51.535	54.2883
YER093C	8.29726	9.36945	8.70466
YER093C-A	16.5229	17.1732	14.4694
YER094C	159.7	168.841	162.111
YER095W	23.2575	23.9902	21.3274
YER096W	2.99126	3.09773	2.98174
YER097W	27.425	31.3729	19.6362
YER098W	4.6811	5.58614	4.65806
YER099C	20.9121	22.2688	23.9045
YER100W	35.7844	37.1208	36.6328
YER101C	7.71359	7.02897	6.93672
YER102W	262.319	250.191	311.358
YER103W	6.24146	6.48714	6.1739
YER104W	8.43291	9.22615	8.42134
YER105C	31.6786	30.9902	28.824
YER106W	0.317747	0.660508	0.361735
YER107C	34.9769	37.0554	36.1195
YER107W-A	37.1959	44.2979	47.7853
YER109C	7.95564	8.46132	7.68315
YER110C	198.16	201.254	183.118
YER111C	11.4226	12.289	12.096
YER112W	55.1246	60.8926	61.8127
YER113C	20.8817	22.705	21.4542
YER114C	19.9352	20.9069	20.2231
YER115C	17.7006	25.6629	23.2012
YER116C	15.0003	15.452	14.0926
YER117W	2113.91	2038.55	2085.68
YER118C	31.2975	30.507	28.3578
YER119C	17.3042	14.6569	13.3119
YER119C-A	8.52492	8.56512	8.1954
YER120W	224.989	226.938	209.98
YER121W	3.49497	4.54068	5.24981
YER122C	60.0735	64.0527	60.4339
YER123W	19.7061	20.4653	22.2661
YER124C	77.8772	84.7406	80.176
YER125W	74.8467	75.8207	68.1729
YER126C	111.222	111.825	121.571
YER127W	43.9762	46.808	45.4339
YER128W	10.8612	11.4088	12.4963
YER129W	17.5816	18.5867	17.0175
YER130C	12.8578	12.277	12.737
YER131W	2479.14	2574.69	2308.81
YER132C	15.855	16.24	15.6793
YER133W	113.549	120.777	115.413
YER133W-A	45.0944	45.3071	54.1892
YER134C	24.1753	22.0743	24.8693
YER135C	1.45634	1.51367	1.28952
YER136W	81.8393	82.4353	78.7669
YER137C	9.74425	8.07288	9.64627
YER137W-A	10.1617	8.80141	5.50879
YER138C	0	0	0
YER137C-A	0.0390527	0	0
YER138W-A	0	0	0
YER139C	11.1653	10.7638	9.94771
YER140W	8.84866	9.27359	8.8051
YER141W	24.1205	22.0306	21.9309
YER142C	10.5183	12.5054	12.3546
YER143W	18.951	17.639	17.7359
YER144C	9.0692	8.99406	8.91579
YER145C	159.347	152.796	138.018
YER145C-A	31.9563	32.0993	36.6328
YER146W	226.693	203.084	243.176
YER147C	9.36358	10.1209	8.8261
YER147C-A	103.044	109.657	99.7227
YER148W	81.2307	80.4733	79.134
YER148W-A	11.9473	11.8892	10.852
YER149C	15.5941	14.5455	13.6822
YER150W	12.4981	13.9441	14.4694
YER151C	32.8803	31.6739	30.533
YER152C	35.8236	33.4432	29.2951
YER152W-A	22.8178	19.6491	18.6858
YER153C	16.9884	15.0662	15.9369
YER154W	56.7536	52.0322	49.9873
YER155C	40.2193	43.4774	40.955
YER156C	70.7236	67.3108	71.3956
YER157W	11.4141	13.5409	11.7571
YER158C	2.33489	2.56491	2.71936
YER158W-A	183.735	171.15	197.331
YER159C	40.7776	33.3006	42.8857
YER160C	0	0	0
YER159C-A	0	0	0
YER161C	16.8216	17.9469	18.1428
YER162C	3.4328	3.56792	3.17116
YER163C	28.7074	26.5598	29.18
YER164W	21.6673	22.7246	21.4744
YER165W	518.789	538.363	505.089
YER165C-A	50.486	40.7004	40.773
YER166W	33.0884	34.4575	31.8897
YER167W	18.5078	20.2189	17.2134
YER168C	22.2971	21.1652	21.8011
YER169W	0	0.0169598	0.0247687
YER170W	10.559	11.6012	10.5738
YER171W	15.1861	15.9196	15.4996
YER172C	14.8879	15.5076	14.0901
YER172C-A	7.94368	6.05466	6.02892
YER173W	5.37912	5.79233	5.24108
YER174C	23.1289	25.2651	21.1781
YER175C	10.5018	10.8816	11.0021
YER175W-A	60.1584	46.8947	22.8288
YER176W	13.5906	13.0534	13.1402
YER177W	631.18	660.645	584.507
YER178W	299.679	293.633	278.274
YER179W	2.05275	2.06627	1.43865
YER180C	12.1671	9.75291	12.4272
YER180C-A	54.4677	65.4381	75.5653
YER181C	0	3.86891	3.53142
YER182W	16.7425	14.277	15.2286
YER183C	24.4936	28.5367	24.0596
YER184C	4.14321	4.30289	4.02379
YER185W	1.51829	1.91777	1.32036
YER186C	20.3472	22.1644	20.0928
YER187W	2.84357	3.07864	1.64859
YER188W	3.20581	3.85647	2.87238
YER188C-A	2.40471	0.694269	0.506966
